Date,Price,Open,High,Low,Vol.,Change %
May 07 2013,8181.78,8125.82,8206.01,8116.67,89.54M,0.86%
May 08 2013,8249.71,8176.88,8253.47,8173.35,121.80M,0.83%
May 09 2013,8262.55,8232.50,8274.18,8224.52,57.87M,0.16%
May 10 2013,8278.59,8278.45,8358.23,8252.37,95.07M,0.19%
May 13 2013,8279.29,8281.95,8294.56,8217.15,85.26M,0.01%
May 14 2013,8339.11,8304.50,8339.11,8235.97,114.73M,0.72%
May 15 2013,8362.42,8333.61,8368.06,8299.83,152.90M,0.28%
May 16 2013,8369.87,8348.54,8401.28,8324.23,125.95M,0.09%
May 17 2013,8398.00,8356.26,8408.62,8327.47,158.38M,0.34%
May 20 2013,8455.83,8434.97,8456.24,8401.74,78.30M,0.69%
May 21 2013,8472.20,8446.78,8476.18,8397.54,113.84M,0.19%
May 22 2013,8530.89,8467.56,8557.86,8434.83,110.21M,0.69%
May 23 2013,8351.98,8410.06,8412.25,8281.11,132.88M,-2.10%
May 24 2013,8305.32,8390.16,8391.02,8262.64,131.15M,-0.56%
May 27 2013,8383.30,8346.60,8386.86,8338.32,48.71M,0.94%
May 28 2013,8480.87,8432.46,8526.42,8424.40,97.46M,1.16%
May 29 2013,8336.58,8437.21,8445.46,8316.70,107.50M,-1.70%
May 30 2013,8400.20,8314.20,8416.36,8293.96,103.14M,0.76%
May 31 2013,8348.84,8385.38,8401.63,8297.03,122.40M,-0.61%
Jun 03 2013,8285.80,8291.49,8395.56,8214.78,97.75M,-0.76%
Jun 04 2013,8295.96,8358.68,8384.36,8274.94,82.41M,0.12%
Jun 05 2013,8196.18,8229.23,8293.28,8182.08,89.16M,-1.20%
Jun 06 2013,8098.81,8188.82,8235.09,8098.81,85.24M,-1.19%
Jun 07 2013,8254.68,8124.88,8279.03,8034.55,103.60M,1.92%
Jun 10 2013,8307.69,8246.04,8355.79,8245.94,75.73M,0.64%
Jun 11 2013,8222.46,8256.19,8260.86,8141.02,96.69M,-1.03%
Jun 12 2013,8143.27,8204.91,8246.08,8122.72,81.79M,-0.96%
Jun 13 2013,8095.39,8023.37,8110.38,7968.13,97.59M,-0.59%
Jun 14 2013,8127.96,8157.88,8188.00,8111.38,72.77M,0.40%
Jun 17 2013,8215.73,8170.75,8265.49,8167.67,73.15M,1.08%
Jun 18 2013,8229.51,8196.44,8241.60,8176.19,73.65M,0.17%
Jun 19 2013,8197.08,8254.57,8285.90,8160.50,78.66M,-0.39%
Jun 20 2013,7928.48,8085.67,8085.67,7911.96,131.81M,-3.28%
Jun 21 2013,7789.24,7946.32,7987.04,7789.24,245.49M,-1.76%
Jun 24 2013,7692.45,7776.88,7823.84,7655.83,121.38M,-1.24%
Jun 25 2013,7811.30,7741.13,7842.48,7725.99,109.49M,1.55%
Jun 26 2013,7940.99,7810.37,7960.45,7800.85,128.57M,1.66%
Jun 27 2013,7990.75,7945.92,8025.81,7919.59,102.94M,0.63%
Jun 28 2013,7959.22,8015.53,8037.68,7906.14,101.76M,-0.39%
